idx,des_x,des_y,des_z,ach_x,ach_y,ach_z,exp_x,exp_y,exp_z,err_x,err_y,err_z,err_norm,q0_cmd_deg,q1_cmd_deg,q2_cmd_deg,q3_cmd_deg,q4_cmd_deg,q0_meas_deg,q1_meas_deg,q2_meas_deg,q3_meas_deg,q4_meas_deg
51,0.26577784871547744,0.020689847274071287,0.257181364179047,0.27535966050930705,0.022335093425842972,0.22254416228779217,0.26577784871547744,0.020689847274071287,0.257181364179047,0.009581811793829609,0.001645246151771685,-0.034637201891254854,0.0359757377548792,-5.400655462312872,-55.44629199669212,26.62920918855882,31.709880880212683,5.453574124401676,-5.582417582417582,-52.21978021978022,31.34065934065934,31.86813186813187,5.582417582417582
52,0.26503956299992626,0.021085741953486843,0.25671776137658214,0.27445373132333395,0.022611450683662566,0.22389251425489903,0.26503956299992626,0.021085741953486843,0.25671776137658214,0.00941416832340769,0.0015257087301757226,-0.03282524712168311,0.034182615478490705,-5.5174059561388775,-55.75847691733663,26.78524190555784,31.995598926223114,5.448494822844181,-5.670329670329671,-52.65934065934066,31.34065934065934,31.956043956043956,5.582417582417582
53,0.2642931459908139,0.02146608990349582,0.25622534869948427,0.27357069643298254,0.02252376742168652,0.22420441946322012,0.2642931459908139,0.02146608990349582,0.25622534869948427,0.009277550442168658,0.0010576775181906986,-0.03202092923626415,0.033354632858019984,-5.631165695115736,-56.075090433459266,26.945338749495445,32.289099887593466,5.443479185474526,-5.670329670329671,-53.010989010989015,31.34065934065934,32.30769230769231,5.582417582417582
54,0.26353892522793526,0.02183072430357838,0.2557049900550715,0.27278657139894624,0.02135923358279003,0.22451086976402687,0.26353892522793526,0.02183072430357838,0.2557049900550715,0.009247646171010981,-0.00047149072078835064,-0.031194120291044652,0.03253942845128303,-5.741869848923606,-56.395950868593246,27.109263872895657,32.59022362495466,5.438530490520862,-5.406593406593407,-53.362637362637365,31.34065934065934,32.65934065934066,5.582417582417582
55,0.2627772316814096,0.022179485226675205,0.2551575983697604,0.2720514298000492,0.02020732138899544,0.2250497815732737,0.2627772316814096,0.022179485226675205,0.2551575983697604,0.00927419811863961,-0.001972163837679765,-0.030107816796486664,0.031565500363485995,-5.849453205873431,-56.720870788001555,27.27677441082525,32.89879945363492,5.4336521040706875,-5.142857142857143,-53.714285714285715,31.34065934065934,32.92307692307692,5.582417582417582
56,0.2620083996053309,0.022512219709129984,0.25458413398653823,0.27098864786604976,0.020829823805859474,0.22589443021830385,0.2620083996053309,0.022512219709129984,0.25458413398653823,0.00898024826071886,-0.0016823959032705102,-0.028689703768234376,0.030109374239736822,-5.953850188277112,-57.049657487931825,27.447621101784705,33.214646360229615,5.428847479642982,-5.318681318681318,-54.15384615384615,31.34065934065934,33.18681318681319,5.582417582417582
57,0.2612327663900005,0.0228287818175536,0.2539856029793405,0.27019966619760505,0.021472491534630066,0.22587334053632915,0.2612327663900005,0.0228287818175536,0.2539856029793405,0.008966899807604567,-0.0013562902829235349,-0.02811226244301132,0.02953885771582775,-6.054994869724263,-57.38211350133946,27.621548919517718,33.537573233560764,5.424120157586678,-5.4945054945054945,-54.417582417582416,31.34065934065934,33.53846153846154,5.582417582417582
58,0.26045067241275344,0.023129032712575583,0.25336305538731957,0.26912000788448487,0.023866709418706673,0.22639597694820468,0.26045067241275344,0.023129032712575583,0.25336305538731957,0.008669335471731432,0.0007376767061310907,-0.02696707843911489,0.028335928853410897,-6.152820994369877,-57.71803711608696,27.798297710745,33.867379111465354,5.419473764358483,-6.1098901098901095,-54.76923076923077,31.34065934065934,33.8021978021978,5.582417582417582
59,0.2596624608874859,0.023412840709460824,0.2527175833721043,0.2680377332001577,0.02553022019271134,0.22667500547441705,0.2596624608874859,0.023412840709460824,0.2527175833721043,0.008375272312671822,0.002117379483250515,-0.02604257789768727,0.02743800914324155,-6.247261998339054,-58.05722290355294,27.97760283772362,34.203853440663984,5.41491201167227,-6.549450549450549,-55.120879120879124,31.34065934065934,34.15384615384615,5.582417582417582
60,0.25886847771293303,0.023680081335564415,0.2520503193012953,0.2669752108535841,0.025408223682580264,0.22725420807642277,0.25886847771293303,0.023680081335564415,0.2520503193012953,0.008106733140651079,0.0017281423470158486,-0.02479611122487252,0.02614484136615728,-6.338251033359868,-58.39946225452228,28.159195822547336,34.54677634924446,5.410438695558562,-6.549450549450549,-55.56043956043956,31.34065934065934,34.505494505494504,5.582417582417582
61,0.25806907131973666,0.023930637384597914,0.2513624337615734,0.266079071912257,0.025305331542838934,0.22752080146794423,0.25806907131973666,0.023930637384597914,0.2513624337615734,0.008010000592520328,0.0013746941582410202,-0.023841632293629178,0.025188753918078195,-6.425720992732339,-58.744543918217865,28.3428049883966,34.89591893319978,5.406057695180547,-6.549450549450549,-55.91208791208791,31.34065934065934,34.857142857142854,5.582417582417582
62,0.25726459251645944,0.024164398967694366,0.25065513350489327,0.2652528147889611,0.023452720667908815,0.22832286827036855,0.25726459251645944,0.024164398967694366,0.25065513350489327,0.007988222272501677,-0.0007116782997855509,-0.022332265234524723,0.023728637794497163,-6.509604539756909,-59.09225454375969,28.528156099473588,35.25104355158238,5.401772971598753,-6.1098901098901095,-56.35164835164835,31.34065934065934,35.120879120879124,5.582417582417582
63,0.25645539433451114,0.024381263561240783,0.24992965933139075,0.26431323637335014,0.022652765059784252,0.22810035555755245,0.25645539433451114,0.024381263561240783,0.24992965933139075,0.007857842038838991,-0.001728498501456531,-0.021829303773838293,0.02326482090684116,-6.589834138737247,-59.44237921928633,28.71497299380698,35.611904133109896,5.397588566338,-5.934065934065934,-56.7032967032967,31.34065934065934,35.64835164835165,5.582417582417582
64,0.25564183187211925,0.024581136051465606,0.24918728391270936,0.26318867259034257,0.023579862711862833,0.22888679748631702,0.25564183187211925,0.024581136051465606,0.24918728391270936,0.007546840718223313,-0.0010012733396027734,-0.020300486426392345,0.021681030932014567,-6.666342088682237,-59.79470200626943,28.902978207633478,35.97824649228968,5.393508599810888,-6.197802197802198,-57.142857142857146,31.34065934065934,35.91208791208791,5.582417582417582
65,0.25482426213742065,0.024763928775765012,0.24842930955955866,0.2622118301395697,0.02416730549545794,0.22912838168402744,0.25482426213742065,0.024763928775765012,0.24842930955955866,0.00738756800214907,-0.0005966232803070737,-0.019300927875531226,0.02067505591725061,-6.7390605598318585,-60.14900646710477,29.09189359104679,36.34980865230107,5.389537269565613,-6.373626373626373,-57.494505494505496,31.34065934065934,36.26373626373626,5.582417582417582
66,0.2540030438906884,0.02492956156074562,0.2476570659374379,0.26103563392278184,0.02645424202392562,0.2293643866880999,0.2540030438906884,0.02492956156074562,0.2476570659374379,0.007032590032093444,0.0015246804631800018,-0.018292679249337973,0.01965716376269636,-6.807921633136153,-60.50507618153309,29.281440910124868,36.726321176756436,5.3856788483786024,-6.989010989010989,-57.84615384615385,31.34065934065934,36.61538461538461,5.582417582417582
67,0.25317853748582747,0.02507796175697702,0.24687190773450987,0.2599175106358357,0.026661396136846087,0.2298899581620168,0.25317853748582747,0.02507796175697702,0.24687190773450987,0.0067389731500082095,0.0015834343798690684,-0.016981949572493077,0.01833869228801718,-6.872857342816745,-60.86269525010167,29.471342435708994,37.10750750734681,5.38193768215558,-7.076923076923077,-58.285714285714285,31.34065934065934,36.967032967032964,5.582417582417582
68,0.2523511047111839,0.0252090642704381,0.24607521228572238,0.2590107901360634,0.02654882255603699,0.23011336128460655,0.2523511047111839,0.0252090642704381,0.24607521228572238,0.006659685424879491,0.0013397582855988917,-0.01596185100111583,0.017347249050036883,-6.93379972214448,-61.22164878175632,29.66132151698005,37.49308430672036,5.378318187665831,-7.076923076923077,-58.637362637362635,31.34065934065934,37.31868131868132,5.582417582417582
69,0.2515211086297436,0.025322811590647393,0.2452683771573325,0.2579157660016782,0.026071755048276357,0.23038472170211433,0.2515211086297436,0.025322811590647393,0.2452683771573325,0.00639465737193462,0.0007489434576289644,-0.014883655455218164,0.016216527338391795,-6.9906808525660225,-61.58172336281038,29.851103138352563,37.88276180569609,5.37482485006698,-6.989010989010989,-59.07692307692308,31.34065934065934,37.75824175824176,5.582417582417582
70,0.25068891341878874,0.025419153815466944,0.24445281769607308,0.2571813895452647,0.023944484257474072,0.2303570435029347,0.25068891341878874,0.025419153815466944,0.24445281769607308,0.006492476126475966,-0.001474669557992872,-0.014095774193138372,0.015589026482178962,-7.043432916314986,-61.94270750421685,30.040414457723486,38.2762441545675,5.371462220227884,-6.461538461538462,-59.42857142857143,31.34065934065934,38.1978021978022,5.582417582417582
71,0.24985488420910945,0.0254980486725757,0.24362996454723634,0.25623242787510725,0.02417476741480648,0.23056217943571472,0.24985488420910945,0.0254980486725757,0.24362996454723634,0.006377543665997798,-0.0013232812577692182,-0.013067785111521624,0.01460106654391309,-7.091988252643152,-62.30439206523524,30.22898532616728,38.673229776293994,5.368234911835,-6.549450549450549,-59.78021978021978,31.34065934065934,38.54945054945055,5.582417582417582
72,0.2490193869238287,0.02555946153760419,0.2428012611460323,0.25524434544821517,0.02473412895783092,0.2307616785302934,0.2490193869238287,0.02555946153760419,0.2428012611460323,0.006224958524386481,-0.0008253325797732691,-0.012039582615738897,0.013578764010717963,-7.13627941780902,-62.66657065066403,30.416548787558366,39.07341172122148,5.365147598316669,-6.725274725274725,-60.13186813186813,31.34065934065934,38.9010989010989,5.582417582417582
